gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
1,1.0,0,0,0.5277777777777778,1,1,0.5164179104477612,0.2860085391183937,0.0518294355868365,0.3460160493615374,1.0,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,1.0,0.2316683869435539,0.0,1
0,1.0,1,0,0.9166666666666666,1,1,0.5233830845771144,0.5446630510039234,1.0000000000000009,0.3460160493615374,1.0,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,1.0,0.2316683869435539,0.0672598310258884,0
1,0.0,0,0,0.0555555555555555,0,1,0.1134328358208954,0.011504731133164,0.0,0.3460160493615374,1.0,1.0,0.4654557771889976,1.0,1.0,1.0,1.0,1.0,1
0,0.0,0,1,0.0138888888888888,1,0,0.2756218905472637,0.0031329333025617,0.0518294355868365,0.3460160493615374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
0,0.0,0,0,0.125,1,1,0.7218905472636815,0.0912704823447957,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,0.8911509063568168,0.854101706400886,1.0,0.0672598310258884,1
1,0.0,0,0,0.0694444444444444,1,0,0.0278606965174129,0.0109681513962612,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1125363733374977,1
1,0.0,1,1,0.125,1,1,0.717412935323383,0.0864412647126702,1.0000000000000009,1.0,1.0,1.0,0.4654557771889976,1.0,0.8911509063568168,1.0,0.2316683869435539,1.0,0
1,0.0,0,0,0.0138888888888888,1,0,0.5208955223880596,0.0059773828756058,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
1,0.0,0,0,0.0972222222222222,1,1,0.718407960199005,0.0663108700669282,1.0000000000000009,1.0,1.0,1.0,0.4654557771889976,1.0,0.8911509063568168,1.0,1.0,1.0,1
1,0.0,1,0,0.986111111111111,1,1,0.0621890547263681,0.2074082621740134,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,0.0,1,1,0.1388888888888889,1,1,0.3711442786069651,0.0614470343872605,0.0518294355868365,0.3460160493615374,1.0,0.430304216904169,0.4654557771889976,1.0,1.0,1.0,1.0,0.1125363733374977,0
0,0.0,1,1,0.7083333333333333,1,0,0.6691542288557214,0.5080948534502654,0.0518294355868365,0.3460160493615374,0.2209455880816778,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,0.0,0
0,0.0,0,0,0.8888888888888888,1,0,0.0641791044776119,0.1873932610200784,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2316683869435539,0.1125363733374977,0
1,0.0,1,1,0.986111111111111,1,0,0.717412935323383,0.7277232864066466,1.0000000000000009,0.3460160493615374,0.2209455880816778,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,1.0,0
0,0.0,0,0,0.6527777777777778,0,0,0.235323383084577,0.2142222478652204,0.0,0.3460160493615374,0.2209455880816778,1.0,0.4654557771889976,0.2404003501831062,1.0,1.0,0.0,0.1125363733374977,0
0,0.0,0,0,0.7222222222222222,1,1,0.6238805970149254,0.4864008769905377,1.0000000000000009,0.3460160493615374,1.0,1.0,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,0.0672598310258884,0
1,0.0,1,1,0.5833333333333333,1,0,0.546268656716418,0.3541945534271867,0.0518294355868365,0.3460160493615374,1.0,1.0,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,0.2316683869435539,1.0,0
0,1.0,0,0,0.0277777777777777,1,1,0.5691542288557214,0.0161089314562658,1.0000000000000009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
0,0.0,1,1,0.0972222222222222,0,0,0.16318407960199,0.0262866374336487,0.0,0.3460160493615374,0.2209455880816778,1.0,1.0,0.2404003501831062,1.0,1.0,1.0,0.1125363733374977,0
1,0.0,0,0,0.3194444444444444,1,0,0.0218905472636815,0.0533464112624048,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2316683869435539,0.1125363733374977,0
0,1.0,0,0,0.3055555555555555,1,0,0.6313432835820896,0.2079506115855066,0.0518294355868365,1.0,0.2209455880816778,0.430304216904169,1.0,1.0,1.0,1.0,1.0,1.0,0
0,0.0,0,1,0.2222222222222222,1,1,0.6243781094527363,0.1492441726286637,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,0.8911509063568168,1.0,1.0,1.0,1
1,0.0,0,1,0.0833333333333333,1,0,0.0129353233830845,0.0126702054004154,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1125363733374977,0
1,0.0,1,1,0.3194444444444444,1,1,0.8119402985074626,0.266847449803831,0.0518294355868365,1.0,0.2209455880816778,1.0,1.0,0.2404003501831062,0.8911509063568168,0.854101706400886,1.0,1.0,1
0,0.0,1,1,0.2916666666666666,1,1,0.4039800995024876,0.1380856219709208,0.0518294355868365,0.3460160493615374,1.0,0.430304216904169,1.0,1.0,0.8911509063568168,1.0,0.2316683869435539,0.0,0
1,1.0,0,0,0.0555555555555555,0,1,0.3253731343283582,0.0217574428802215,0.0,0.3460160493615374,1.0,0.430304216904169,1.0,1.0,0.8911509063568168,0.854101706400886,1.0,0.0,0
0,0.0,0,0,0.3888888888888888,1,1,0.3646766169154228,0.1715151165474267,1.0000000000000009,0.3460160493615374,1.0,1.0,1.0,0.2404003501831062,1.0,1.0,1.0,0.0,0
1,1.0,1,0,0.4166666666666666,1,0,0.56318407960199,0.2495903531040849,1.0000000000000009,0.3460160493615374,1.0,1.0,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,0.0,1.0,0
0,1.0,0,0,0.0138888888888888,1,1,0.5144278606965175,0.0059023771059312,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,1,1,0.8055555555555555,1,0,0.8059701492537313,0.6724959612277868,0.0518294355868365,1.0,0.2209455880816778,0.430304216904169,1.0,1.0,0.8911509063568168,0.854101706400886,0.2316683869435539,0.0,0
1,0.0,1,1,0.0833333333333333,1,0,0.0159203980099502,0.0138529886914378,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0.0,1,1,0.8333333333333333,0,1,0.3134328358208955,0.3520251557812139,0.0,0.3460160493615374,1.0,0.430304216904169,1.0,1.0,0.8911509063568168,0.854101706400886,1.0,1.0,0
0,0.0,0,0,0.125,1,1,0.6980099502487562,0.0888299099930764,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,0.8911509063568168,0.854101706400886,1.0,0.1125363733374977,0
0,0.0,0,0,0.1666666666666666,1,1,0.8149253731343283,0.1321832448649896,1.0000000000000009,1.0,1.0,1.0,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,1.0,0.0672598310258884,1
0,0.0,1,1,0.4722222222222222,1,0,0.0666666666666666,0.1010270020770828,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0,0,0.0138888888888888,1,0,0.3248756218905472,0.0037041310870066,0.0518294355868365,0.3460160493615374,1.0,1.0,0.4654557771889976,1.0,1.0,1.0,1.0,0.1125363733374977,1
1,0.0,1,0,1.0,1,1,0.9024875621890548,0.9065543503346412,1.0000000000000009,1.0,0.2209455880816778,0.430304216904169,1.0,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,0.0,0
1,0.0,1,1,0.8055555555555555,1,0,0.7572139303482587,0.6398396030463881,1.0000000000000009,1.0,1.0,1.0,0.4654557771889976,0.2404003501831062,1.0,0.854101706400886,0.0,0.0672598310258884,0
0,0.0,1,1,0.5277777777777778,1,0,0.0218905472636815,0.0879817678282944,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1125363733374977,0
0,0.0,1,0,0.4166666666666666,1,0,0.0139303482587064,0.0735114239556889,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0672598310258884,1
0,0.0,1,0,0.3611111111111111,1,0,0.6074626865671642,0.230440803138703,1.0000000000000009,1.0,1.0,0.430304216904169,1.0,1.0,1.0,1.0,1.0,0.0672598310258884,0
0,0.0,1,0,0.7777777777777777,1,0,0.9109452736318407,0.702844449573044,1.0000000000000009,1.0,0.2209455880816778,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,0.2316683869435539,0.0672598310258884,0
0,1.0,1,0,0.3611111111111111,1,1,0.7945273631840796,0.2875490422340179,1.0000000000000009,1.0,1.0,1.0,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,1.0,0.0672598310258884,0
1,0.0,0,0,0.0138888888888888,1,1,0.5134328358208955,0.0058908377567505,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1,1.0,0,0,0.7083333333333333,1,1,0.6104477611940298,0.4564851142395568,1.0000000000000009,1.0,1.0,0.430304216904169,1.0,1.0,1.0,1.0,0.2316683869435539,0.0672598310258884,0
1,0.0,1,0,0.875,1,1,0.0169154228855721,0.1403184860373875,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672598310258884,0
0,0.0,1,0,0.8194444444444444,1,1,0.6268656716417911,0.5331929379183014,0.0518294355868365,1.0,0.2209455880816778,1.0,0.4654557771889976,1.0,1.0,1.0,0.2316683869435539,0.0,0
1,1.0,0,0,0.0277777777777777,0,1,0.0616915422885571,0.0033117932148626,0.0,0.3460160493615374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
0,0.0,0,0,0.1388888888888889,1,1,0.7985074626865671,0.1199457650588506,1.0000000000000009,1.0,1.0,1.0,1.0,0.2404003501831062,0.8911509063568168,0.854101706400886,1.0,1.0,1
1,1.0,0,0,0.0138888888888888,0,1,0.0681592039800995,0.0007269789983844,0.0,0.3460160493615374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,1,1,0.986111111111111,1,1,0.9029850746268656,0.8819524578813756,1.0000000000000009,1.0,0.2209455880816778,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,0.0,0.0672598310258884,0
0,0.0,0,0,0.4861111111111111,1,0,0.4208955223880596,0.2266097392107085,0.0518294355868365,0.3460160493615374,0.2209455880816778,0.430304216904169,0.4654557771889976,1.0,1.0,1.0,1.0,1.0,0
1,0.0,0,0,0.0138888888888888,1,1,0.3014925373134328,0.00343295638126,0.0518294355868365,0.3460160493615374,0.2209455880816778,1.0,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
1,0.0,0,0,0.0277777777777777,1,1,0.354228855721393,0.0103104084929609,0.0518294355868365,0.3460160493615374,0.2209455880816778,0.430304216904169,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
1,0.0,0,0,0.7222222222222222,1,1,0.6522388059701492,0.4976459727671359,0.0518294355868365,1.0,1.0,1.0,0.4654557771889976,1.0,1.0,0.854101706400886,1.0,0.0,0
0,0.0,0,0,0.6944444444444444,1,1,0.6104477611940298,0.4621970920840064,1.0000000000000009,0.3460160493615374,1.0,0.430304216904169,1.0,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,0.1125363733374977,0
1,0.0,0,0,0.7083333333333333,1,1,0.8034825870646766,0.579200323101777,0.0518294355868365,1.0,1.0,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,1.0,1.0,0
0,0.0,1,1,0.6805555555555555,1,0,0.6074626865671642,0.4481479344564966,1.0000000000000009,0.3460160493615374,1.0,0.430304216904169,1.0,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,0.0672598310258884,0
0,0.0,0,0,0.5416666666666666,0,1,0.3233830845771144,0.2299330717747519,0.0,0.3460160493615374,1.0,1.0,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,1.0,1.0,1
1,0.0,0,0,0.3333333333333333,1,0,0.4199004975124378,0.1640837756750519,0.0518294355868365,0.3460160493615374,0.2209455880816778,0.430304216904169,1.0,0.2404003501831062,1.0,1.0,1.0,0.0672598310258884,0
1,0.0,0,1,0.9166666666666666,1,0,0.0169154228855721,0.1442764828063697,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,1,1,0.0138888888888888,0,0,0.217412935323383,0.0024578813754904,0.0,0.3460160493615374,1.0,1.0,1.0,0.2404003501831062,0.8911509063568168,1.0,1.0,1.0,1
0,0.0,0,0,0.4027777777777777,1,0,0.0114427860696517,0.0617874451880914,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125363733374977,0
0,0.0,0,0,0.3055555555555555,1,1,0.017910447761194,0.0520886222017078,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1125363733374977,0
1,0.0,0,0,0.6805555555555555,1,1,0.8502487562189055,0.578986845141934,1.0000000000000009,1.0,1.0,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,1.0,0.0672598310258884,1
1,0.0,0,0,0.3333333333333333,1,1,0.6129353233830845,0.2287329794599584,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,1.0,0.854101706400886,1.0,0.0,0
0,0.0,1,1,0.0416666666666666,1,1,0.617412935323383,0.0266847449803831,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,1.0,0.854101706400886,1.0,1.0,1
1,0.0,1,1,0.0694444444444444,1,1,0.372636815920398,0.0277636741287791,1.0000000000000009,0.3460160493615374,1.0,1.0,1.0,0.2404003501831062,1.0,1.0,1.0,0.1125363733374977,0
1,0.0,1,1,0.9722222222222222,0,0,0.4189054726368159,0.475409646895915,0.0,0.3460160493615374,1.0,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,0.2316683869435539,1.0,0
1,1.0,0,0,0.1111111111111111,1,0,0.8164179104477611,0.0938783752596353,0.0518294355868365,1.0,0.2209455880816778,1.0,1.0,0.2404003501831062,0.8911509063568168,0.854101706400886,1.0,0.0,1
1,0.0,1,1,0.4305555555555555,1,0,0.7940298507462686,0.3534848834525732,1.0000000000000009,1.0,0.2209455880816778,1.0,0.4654557771889976,1.0,0.8911509063568168,1.0,0.2316683869435539,0.0672598310258884,0
1,0.0,0,0,0.0138888888888888,1,1,0.317412935323383,0.0036175859681513,1.0000000000000009,0.3460160493615374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1,1.0,0,1,0.1527777777777777,1,1,0.3611940298507462,0.0672109393030233,0.0518294355868365,0.3460160493615374,1.0,0.430304216904169,1.0,0.2404003501831062,1.0,1.0,1.0,1.0,0
0,0.0,0,0,0.5833333333333333,1,1,0.8512437810945274,0.4971959381490884,0.0518294355868365,1.0,1.0,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,1.0,0.0672598310258884,0
0,0.0,0,0,0.1805555555555555,1,1,0.6258706467661692,0.1077198246018924,0.0518294355868365,1.0,1.0,0.430304216904169,0.4654557771889976,1.0,1.0,1.0,1.0,1.0,1
1,0.0,0,0,0.0416666666666666,1,1,0.0248756218905472,0.005573505654281,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,0.0,0,0,0.1944444444444444,1,1,0.3706467661691542,0.0864008769905377,1.0000000000000009,0.3460160493615374,1.0,0.430304216904169,1.0,1.0,1.0,1.0,1.0,0.0,0
1,0.0,0,1,0.4305555555555555,0,0,0.0671641791044776,0.0888991460881606,0.0,0.3460160493615374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
1,0.0,0,0,0.0138888888888888,1,1,0.664179104477612,0.0076390491576275,0.0518294355868365,1.0,1.0,0.430304216904169,1.0,1.0,1.0,0.854101706400886,1.0,1.0,0
0,0.0,0,0,0.7638888888888888,1,1,0.6567164179104478,0.5274694207246712,1.0000000000000009,1.0,0.2209455880816778,1.0,0.4654557771889976,1.0,1.0,1.0,0.2316683869435539,0.0,0
0,1.0,0,0,0.0416666666666666,1,0,0.2661691542288557,0.0124971151627048,0.0518294355868365,0.3460160493615374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,0,0,0.2083333333333333,1,1,0.8258706467661691,0.1659877682898684,0.0518294355868365,1.0,1.0,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,1.0,1.0,1
1,0.0,0,1,0.7916666666666666,1,0,0.7094527363184079,0.5762231710131549,1.0000000000000009,0.3460160493615374,0.2209455880816778,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,0.854101706400886,0.0,0.1125363733374977,0
0,0.0,0,0,0.5694444444444444,1,1,0.8781094527363184,0.4919916916685898,1.0000000000000009,1.0,0.2209455880816778,0.430304216904169,0.4654557771889976,0.2404003501831062,0.8911509063568168,1.0,1.0,1.0,0
0,0.0,0,0,0.8055555555555555,1,1,0.8776119402985075,0.7070216939764598,0.0518294355868365,1.0,0.2209455880816778,0.430304216904169,0.4654557771889976,1.0,0.8911509063568168,0.854101706400886,0.2316683869435539,1.0,1
1,0.0,1,1,1.0,1,0,0.0646766169154228,0.2020309254558042,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672598310258884,0
1,0.0,0,0,0.2361111111111111,1,0,0.4726368159203979,0.1260558504500346,1.0000000000000009,0.3460160493615374,0.2209455880816778,1.0,1.0,1.0,1.0,0.854101706400886,1.0,0.0672598310258884,0
1,1.0,0,0,0.4166666666666666,1,1,0.5059701492537313,0.2394530348488345,1.0000000000000009,0.3460160493615374,1.0,1.0,0.4654557771889976,0.2404003501831062,0.8911509063568168,1.0,0.0,0.0,0
1,0.0,1,0,0.8888888888888888,1,1,0.5164179104477612,0.5148742210939303,1.0000000000000009,0.3460160493615374,1.0,0.430304216904169,1.0,0.2404003501831062,1.0,0.854101706400886,0.2316683869435539,0.1125363733374977,0
0,0.0,0,0,0.0416666666666666,1,0,0.5671641791044776,0.0257558273713362,1.0000000000000009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,0,0,0.0138888888888888,0,1,0.163681592039801,0.0018347565197322,0.0,0.3460160493615374,1.0,1.0,1.0,1.0,0.8911509063568168,1.0,1.0,1.0,1
0,1.0,1,0,0.6944444444444444,1,1,0.5253731343283582,0.395343872605585,0.0518294355868365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,1,0,0.9166666666666666,1,0,0.4537313432835821,0.4899376875144242,1.0000000000000009,0.3460160493615374,1.0,1.0,1.0,0.2404003501831062,1.0,0.854101706400886,1.0,1.0,0
0,0.0,1,1,1.0,1,1,0.5582089552238805,0.6021924763443341,0.0518294355868365,0.3460160493615374,0.2209455880816778,0.430304216904169,0.4654557771889976,0.2404003501831062,1.0,0.854101706400886,0.0,1.0,0
0,0.0,0,0,0.0277777777777777,1,1,0.6855721393034826,0.0190341564735748,0.0518294355868365,1.0,1.0,0.430304216904169,1.0,1.0,0.8911509063568168,1.0,1.0,0.0672598310258884,1
0,0.0,1,0,1.0,1,0,0.618905472636816,0.6599123009462267,1.0000000000000009,1.0,0.2209455880816778,1.0,1.0,1.0,1.0,1.0,0.0,0.0672598310258884,0
0,0.0,0,0,0.1666666666666666,1,0,0.0119402985074626,0.0262462497115162,0.0518294355868365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1125363733374977,0
0,1.0,0,0,0.0138888888888888,1,1,0.5592039800995025,0.006421647819063,1.0000000000000009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125363733374977,1
